genus,species_only,clade,species,Lineage,Extended_lineage,primary_accession_num,alternate_accession_num,IUCN,Combined_captivity_flag_primary,Combined_captivity_flag_alternate,short_name,System,all_SROH,all_NROH,all_FROH_percent,all_aln_SROH,all_aln_NROH,all_aln_FROH_percent,500kb+_SROH,500kb+_NROH,500kb+_FROH_percent,500kb+_aln_SROH,500kb+_aln_NROH,500kb+_aln_FROH_percent,1Mb+_SROH,1Mb+_NROH,1Mb+_FROH_percent,1Mb+_aln_SROH,1Mb+_aln_NROH,1Mb+_aln_FROH_percent,10Mb+_SROH,10Mb+_NROH,10Mb+_FROH_percent,10Mb+_aln_SROH,10Mb+_aln_NROH,10Mb+_aln_FROH_percent,1%+_SROH,1%+_NROH,1%+_FROH_percent,1%+_aln_SROH,1%+_aln_NROH,1%+_aln_FROH_percent,10%+_SROH,10%+_NROH,10%+_FROH_percent,10%+_aln_SROH,10%+_aln_NROH,10%+_aln_FROH_percent,25%+_SROH,25%+_NROH,25%+_FROH_percent,25%+_aln_SROH,25%+_aln_NROH,25%+_aln_FROH_percent,50%+_SROH,50%+_NROH,50%+_FROH_percent,50%+_aln_SROH,50%+_aln_NROH,50%+_aln_FROH_percent,heterozygosity,het_w_ROH,genome_align_size,genome_align_proportion,num_auto_chromosomes,IDRisk_all,IDRisk_1Mb,IDRisk_10Mb,IDRisk_longplus,IDRisk_over_tenthplus,Genome_size,countries,habitats,criteria,synonyms,Length,Weight,Saltwater,Aqu,Fos,Ter,Arb,Aer,proportion_aln_froh_100_500kb,proportion_aln_froh_1mbplus,proportion_aln_froh_10mbplus,proportion_aln_froh_longplus,proportion_aln_froh_shortmed,proportion_aln_froh_over_tenth_plus,froh_min,froh_max,disparate_species_>25
Rutilus,rutilus,fishes,Rutilus_rutilus,Fishes,Ray-finned fishes,GCA_951802725.1,GCA_951802655.1,LC,no,no,RutRut,Freshwater,830639,2,0.075835156,222522,2,0.047833018,651963,1,0.059522508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651963,1,0.059522508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05,2.049,465205857,0.424720714,25,0.000980577,0,0,0,0,1095321799,MD; LI; DK; FR; NO; IM; BE; BG; LT; LU; CZ; LV; FI; ME; RS; MK; DE; PL; SI; HR; RO; SK; SE; HU; AT; IT; TR; GB; BY; ES; BA; UA; CH; EE; GR; JE; RU; NL; IE; COR-OO; FRA-FR; GRC-OO; ITA-IT; SPA-SP; GRB-OO; IRE-NI; UKR-UK; TUE-OO; PT; POR-OO; AU; VIC-OO; CY; YUG-KO; YUG-SE; TUR-OO; RU-EU; RUC-OO; RUE-OO; BLT-KA; RUN-OO; RUW-OO; RUS-OO; DZ; MA; TN,5_5; 5_1; 13_4; 13_5; 15_1; 15_2; 15_7; 15_9; 5_6; 5_7,,Cyprinus rutilus;Leuciscus rutilus;Rutilus rutilus;Rutilus rutilus;Leucos cenisophius;Leuciscus rutilus;Leuciscus rutilus;Leuciscus rutilus;Leuciscus pigus;Leuciscus rutilus;Rutilus rutilus;Cyprinus fulvus;Rutilus rutilus;Cyprinus jaculus;Leuciscus jurinii;Leuciscus lividus;Rutilus rutilus;Leuciscus pallens;Leuciscus pausingeri;Gardonus pigulus;Cyprinus pigus;Leuciscus prasinus;Cyprinus rubellio;Gardonus ruboculus;Leuciscus rutiloides;Leuciscus selysii;Rutilus rutilus;Leuciscus rutilus;Rutilus rutilus;Rutilus rutilus;Rutilus rutilus,502.0000076,1840,0,1,0,0,0,0,1,0,0,0,1,0,0,3.428706932,
Saccopteryx,bilineata,mammals,Saccopteryx_bilineata,Mammals,Mammals,GCF_036850765.1,GCA_036850925.1,LC,no,no,SacBil,,2589137,20,0.100369599,2550921,20,0.108193938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.48,2.48,2357730051,0.913989562,12,0.00268321,0,0,0,0,2579602818,GT; TT; BR; SV; PA; BZ; PE; GY; CO; VE; MX; SR; BO; HN; NI; GF; CR; EC,1_5; 7_1; 1_6,,,67,8.08,,0,0,0,0,1,1,0,0,0,1,0,0,0.311748684,
Saccopteryx,leptura,mammals,Saccopteryx_leptura,Mammals,Mammals,GCF_036850995.1,GCA_036851165.1,LC,no,no,SacLep,,19360327,148,0.765821264,19251501,148,0.854995813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.816,4.8025,2251648570,0.890666958,13,0.041176598,0,0,0,0,2528047718,VE; SR; GF; PA; BZ; HN; SV; BR; TT; GT; CR; EC; CO; NI; GY; PE; MX; BO,14_3; 14_2; 1_6,,,51,4.72,,0,0,0,0,1,1,0,0,0,1,0,0,1.897206951,
Saimiri,boliviensis,mammals,Saimiri_boliviensis,Mammals,Mammals,GCA_048565385.1,GCA_048565415.1,LC,likely,likely,SaiBol,Terrestrial,149165095,4,5.455042025,147933981,4,6.677997792,149025856,2,5.449949986,147711771,1,6.667966845,149025856,2,5.449949986,147711771,1,6.667966845,147712071,1,5.401904212,147711771,1,6.667966845,147712071,1,5.401904212,147711771,1,6.667966845,147712071,1,5.401904212,147711771,1,6.667966845,147712071,1,5.401904212,147711771,1,6.667966845,104312762,0,3.814769806,104312662,0,4.708855408,0.814,0.814,2215244533,0.81012599,21,0.054358902,0.05427725,0.05427725,0.05427725,0.05427725,2734444470,BZN-AC; BZN-AZ; BO; BR; PE,1_6; 1_8,,,360,925,,0,0,0,1,0,0.001502089,0.998497911,0.998497911,0.998497911,0.001502089,0.998497911,0,94.23284509,
Salarias,fasciatus,fishes,Salarias_fasciatus,Fishes,Ray-finned fishes,GCF_902148845.1,GCA_902148835.1,LC,no,no,SalFas,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.428,4.428,458673591,0.641675654,22,0,0,0,0,0,714805974,YE; WF; VN; VU; TV; TO; TK; TH; TZ; TW; SD; LK; SO; SB; SG; SC; SA; WS; RE; PH; PG; PW; GU; MP; NC; NR; MM; MZ; IL; ID; IN; TF; FJ; ER; EG; DJ; KM; KH; AU; AS; JP; JO; MG; KE; KI; MY; MV; MH; MU; YT; FM,12_6; 12_1; 9_2; 9_8_4; 9_3,,Blennius fasciatus,140,,1,1,0,0,0,0,,,,,,,0,0,
Salminus,brasiliensis,fishes,Salminus_brasiliensis,Fishes,Ray-finned fishes,GCF_030463535.1,,LC,no,,SalBra,,10203494,17,0.961470045,10093074,17,1.359213815,7391665,3,0.69651283,7357330,3,0.990796717,7391665,3,0.69651283,7357330,3,0.990796717,0,0,0,0,0,0,7391665,3,0.69651283,7886306,5,1.062032842,0,0,0,4384839,1,0.590497379,0,0,0,0,0,0,0,0,0,0,0,0,2.917,2.912,742567055,0.699717155,25,0.039648267,0.02890154,0,0.030979498,0.017224809,1061238887,BR; BZC-MT; BZC-MS; BZL-MG; BZS-PR; BZS-RS; BZS-SC; BZL-SP; AR; BO; UY; BZL-ES; PY; BZL-RJ; BZC-GO,5_1,,Hydrocynus brasiliensis;Hydrocyon brevidens;Salminus maxillosus;Salminus orbignyanus;Salmo auratus;Salminus cuvieri,1000,31400,0,1,0,0,0,0,0.271051614,0.728948386,0,0.781358187,0.218641813,0.43444039,0,12.13211691,
Salmo,trutta,fishes,Salmo_trutta,Fishes,Ray-finned fishes,GCA_901001165.2,,LC,no likely,,SalTru,Freshwater,250425,2,0.011544532,250383,2,0.015852954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.139,2.1385,1579409133,0.72810381,40,0.000339095,0,0,0,0,2169208718,SI; GB; NL; SK; HR; ES; SE; LU; CH; IM; LT; RU; HU; FI; BE; CZ; FO; AT; LV; AD; BY; UA; DK; RS; MD; PL; DE; PT; IE; LI; NO; IT; JE; RO; IS; EE; FR; CA; US; CL; MAS-OO; SIC-SI; SPA-SP; ONT-OO; NFL-NE; KRY-OO; NWM-OO; SAS-OO; OKL-OO; ABT-OO; NBR-OO; MSO-OO; RU-EU; ORE-OO; ARK-OO; COL-OO; WDC-OO; NEB-OO; NCS-IN; KTY-OO; RUW-OO; NCS-SO; NCS-DA; UKR-UK; MAN-OO; IOW-OO; GRB-OO; TEN-OO; ARI-OO; MRY-OO; WAS-OO; NCA-OO; ALA-OO; RUS-OO; NCS-KR; IRE-NI; NWY-OO; NCS-KC; NCS-CH; CAL-OO; YUG-SE; FRA-FR; ITA-IT; OHI-OO; WYO-OO; YUG-KO; VER-OO; CNT-OO; QUE-OO; DEL-OO; BRC-OO; RUE-OO; PEI-OO; RUN-OO; NEV-OO; NWJ-OO; POR-OO; MIC-OO; NSC-OO; ILL-OO; PEN-OO; WIS-OO; INI-OO; NWH-OO; RHO-OO; NCS-KB; RUC-OO; UTA-OO; MNT-OO; SAR-OO; MAI-OO; NDA-OO; GEO-OO; IDA-OO; MIN-OO; VRG-OO; SDA-OO; NCS-ST; WVA-OO,5_5; 9_10; 5_1; 9_1; 15_1,,Salmo albus;Salmo albus;Salmo salvelinus;Salmo trutta;Fario argenteus;Salar ausonii;Salar bailloni;Salmo brachypoma;Salmo caecifer;Salmo cambricus;Salmo cornubiensis;Salmo cumberland;Salmo eriox;Salmo estuarius;Salmo fario;Trutta fluvialis;Salmo fario;Salmo gadoides;Salar gaimardi;Salmo gallivensis;Salmo islayensis;Salmo lemanus;Salmo levenensis;Salmo fario;Trutta fario;Trutta marina;Salmo mistops;Salmo orcadensis;Salmo phinoc;Salmo polyosteus;Salmo rappii;Salmo lacustris;Salmo saxatilis;Salmo lacustris;Salar spectabilis;Salmo sylvaticus;Trutta variabilis;Salmo vario;Salmo venernensis,1400,50000,1,1,0,0,0,0,1,0,0,0,1,0,0,0.583803722,
Salvelinus,alpinus,fishes,Salvelinus_alpinus,Fishes,Ray-finned fishes,GCA_036784965.1,GCA_036784925.1,LC,no,no,SalAlp,Freshwater,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.515,1.515,1036999576,0.530375286,89,0,0,0,0,0,1955218509,GL; FI; IS; RU; US; NO; SE; NSC-OO; MAI-OO; NWH-OO; QUE-OO; WSB-OO; NWY-OO; RU-EA; NUN-OO; RUN-OO; ASK-OO; CNT-OO; ONT-OO; CA; YUK-OO; MAS-OO; PEI-OO; RU-EU; LAB-OO; MAN-OO; NBR-OO; NFL-NE; VER-OO; SAS-OO; KRA-OO; NWT-OO; RHO-OO; RU-CA; GRB-OO; GB; IRE-NI; AT; SPA-SP; DE; IE; IT; ES; ITA-IT,5_1; 5_5; 9_1; 9_10,,Salmo oquassa;Salmo alipes;Salmo alpinostagnalis;Salmo alpinus;Salmo arcturus;Salmo ascanii;Salvelinus aureolus;Salmo carbonarius;Salmo costatus;Salmo distichus;Salmo erythrinus;Salmo hearnii;Salmo hoodii;Salmo hybridus;Salmo kundscha;Salmo trutta;Salmo levis;Salmo marstoni;Salvelinus lepechini;Salmo monostichus;Salmo alpinus;Salmo naresii;Salmo nitidus;Salmo alpinus;Salvelinus alpinus;Salmo palja;Salmo pallidus;Salmo punctatus;Salmo rivalis;Salmo rossii;Salmo rutilus;Salmo salmarinus;Salmo salvelinostagnalis;Salmo salvelinus;Salmo stagnalis;Salvelinus sunapee;Salmo umbla;Salmo ventricosus;Salmo colii;Salvelinus fimbriatus;Salmo grayi;Salvelinus obtusus;Salvelinus scharffi;Salvelinus trevelyani;Salvelinus umbla;Salvelinus grayi;Salvelinus obtusus;Salvelinus fimbriatus;Salvelinus colii,1070,15000,1,1,0,0,0,0,,,,,,,0,0,
Sarcophilus,harrisii,mammals,Sarcophilus_harrisii,Mammals,Mammals,GCA_048593225.1,,EN,likely,,SarHar,Terrestrial,1943532743,5519,59.89485593,1602884366,5517,62.43993211,945157104,1059,29.12739638,555602277,721,21.64333822,404808630,269,12.47519738,147706534,113,5.753868558,0,0,0,0,0,0,12630325,3,0.389235272,5617117,2,0.218813292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027078856,0.021,2567082173,0.791111019,6,0.016908019,0.001558082,0,5.93E-05,0,3244907618,TAS-OO; AU,3_4; 14_2; 16; 14_1; 1_4; 7_1; 4_4,A2be+3e,Ursinus harrisii,800,11000,,0,0,1,0,0,0.907849539,0.092150461,0,0.003504381,0.996495619,0,71.44982982,80.54146857,
Sarcoramphus,papa,birds,Sarcoramphus_papa,Birds,Birds,GCA_037962945.1,,LC,no,,SarPap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.91828269,28.55935859,,,39,,,,,,1476482040,PA; BZ; PY; EC; GY; CR; SV; GT; TT; GF; HN; CO; PE; MX; NI; AR; VE; BO; SR; BR,2_1; 1_5; 1_6; 14_2; 4_5; 4_6,,,810,3800,,0,0,1,0,0,,,,,,,0,21.36023616,
Sardina,pilchardus,fishes,Sardina_pilchardus,Fishes,Ray-finned fishes,GCF_963854185.1,GCA_963854175.1,LC,no,no,SarPil,Marine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.816,2.816,289333426,0.3384697,24,0,0,0,0,0,854828145,TR; SY; LB; IL; GE; CY; SN; MR; UA; RU; EH; MC; MT; IT; IE; GR; GI; DE; FR; DK; HR; BG; BE; AL; NL; NO; PT; RO; SI; ES; GB; DZ; EG; LY; MA; TN; GM; SE; MDR-OO; AZO-OO; PL; ME; LT; LV; JE; EE; GG; POR-OO; RS; CNY-OO; SPA-SP; CV; IS,10_1; 9_1,,Arengus minor;Alosa pilchardus;Clupea pilchardus;Sardina pilchardus sardina;Clupanodon sardina;Clupea harengus pilchardus;Clupea sardinia;Clupea pilchardus;Clupea laticosta;Sardina dobrogica,275,,1,1,0,0,0,0,,,,,,,0,0,
Scardinius,erythrophthalmus,fishes,Scardinius_erythrophthalmus,Fishes,Ray-finned fishes,GCA_964197995.1,,LC,no,,ScaEry,Freshwater,1701498,13,0.145622136,1518900,13,0.206799052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.962,0.9605,734481124,0.628603206,25,0.001989407,0,0,0,0,1168433627,DK; MD; LI; IT; BG; AZ; BE; FR; IR; UA; TR; NO; TM; BA; FI; LT; LU; KG; CZ; LV; AT; SI; HU; RO; SE; HR; SK; IE; EE; GR; AM; RU; CH; GE; NL; RS; ES; BY; TJ; AF; PL; GB; KZ; ME; DE; UZ; TCS-NK; GRC-OO; FRA-FR; TCS-GR; KRY-OO; YUG-KO; TCS-AR; SPA-SP; UKR-UK; GRB-OO; NCS-CH; RUS-OO; NCS-DA; TCS-AD; TUE-OO; TCS-AB; BLT-KA; TUR-OO; YUG-SE; RU-EU; NCS-KR; RUC-OO; RUE-OO; COR-OO; SAR-OO,5_1; 5_5; 5_7; 15_1; 15_2; 15_9,,Cyprinus erythrophthalmus;Scardinius erythrophthalmus;Leuciscus apollonitis;Leuciscus caeruleus;Cyprinus compressus;Scardinius crocophthalmus;Scardinius erythrophthalmus;Cyprinus erythrops;Cyprinus fuscus;Scardinius macrophthalmus;Abramis crysoleucas;Cyprinus scardula,,,0,1,0,0,0,0,1,0,0,0,1,0,0,1.836994838,
Scatophagus,argus,fishes,Scatophagus_argus,Fishes,Ray-finned fishes,GCF_020382885.2,GCA_020382915.1,LC,no,no,ScaArg,Marine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.246,5.246,489344827,0.859374947,24,0,0,0,0,0,569419470,CK; TW; NC; CN; PG; PF; LK; PK; FM; KH; FJ; ID; BD; OM; NU; TO; TH; VN; HK; VU; JP; AS; WS; SG; IN; MY; AU; KW; IR; MM; YE; PW; PH,9_10; 5_1; 12_7,,Ephippus argus;Scatophagus argus argus;Chaetodon atromaculatus;Scatophagus quadranus;Scatophagus aetatevarians;Chaetodon pairatalis;Scatophagus purpurascens;Chaetodon argus;Scatophagus maculatus;Scatophagus bougainvillii;Scatophagus argus ocellata;Scatophagus ornatus,450,,1,1,0,0,0,0,,,,,,,0,0,
Sciurus,carolinensis,mammals,Sciurus_carolinensis,Mammals,Mammals,GCF_902686445.1,GCA_902685475.1,LC,no,no,SciCar,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.599,2.599,1709031603,0.668291253,19,0,0,0,0,0,2557315535,IE; IT; GB; CA; US; ZA,14_3; 14_4; 1_4,,,300,800,,0,0,0,1,0,,,,,,,0,0,
Sciurus,vulgaris,mammals,Sciurus_vulgaris,Mammals,Mammals,GCA_902686455.2,GCA_902685485.1,LC,no,no,SciVul,Terrestrial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.985,0.985,1153044462,0.432116173,19,0,0,0,0,0,2668366829,AL; AT; KN; AZ; BE; IE; LI; LV; SE; TR; RU; LT; BA; BG; HU; GE; CN; PT; HR; CZ; RO; DK; EE; PL; MN; NO; ES; UA; DE; GR; RS; JP; FI; ME; KP; FR; LU; KZ; SI; KR; AM; KG; CH; MK; GB; SK; NL; IT; BY,14_4; 1_1; 1_4; 14_3; 14_5,,,270,480,,0,0,0,1,0,,,,,,,0,0,
Scleropages,formosus,fishes,Scleropages_formosus,Fishes,Ray-finned fishes,GCF_900964775.1,GCA_900964985.2,EN,no,no,SclFor,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.503,2.503,668639048,0.859442413,25,0,0,0,0,0,777991681,BOR-SR; MLY-PM; MY; SUM-OO; BOR-KA; ID; VN; TH; SG; KH,5_5; 5_4; 5_1; 15_2; 15_3; 15_9,A2cd+4cd,Osteoglossum formosum,900,,0,1,0,0,0,0,,,,,,,0,0,
Scomber,japonicus,fishes,Scomber_japonicus,Fishes,Ray-finned fishes,GCF_027409825.1,GCA_027409835.1,LC,no,no,ScoJap,Marine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.923,5.923,510739128,0.623580209,24,0,0,0,0,0,819043197,BG; GH; SA; SV; VE; FR; LR; CL; DZ; OM; CY; HR; CN; RO; PA; SD; GI; SY; LY; IT; MT; CR; PT; YE; CM; BA; MR; IR; CO; MA; GR; TR; PE; CA; UY; MC; MZ; SR; JP; TW; CV; ZA; CU; TT; EC; AO; NA; SI; GB; SH; DK; ER; KR; EG; HK; US; AL; DJ; KP; HN; UA; IN; SO; NG; GD; PW; QA; GF; SL; AR; NI; PH; JO; LB; BR; ES; IL; RU; MX; GA; CI; AE; GN; TN,10_1; 10_2; 9_1,,Pneumatophorus peruanus;Scomber diego;Scomber peruanus;Scomber janesaba;Scomber saba;Pneumatophorus japonicus;Scomber japonicus;Scomber scombrus,640,2900,1,1,0,0,0,0,,,,,,,0,0,
Scomber,scombrus,fishes,Scomber_scombrus,Fishes,Ray-finned fishes,GCF_963691925.1,GCA_963691945.1,LC,no,no,ScoSco,Marine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3955,2.3955,524730778,0.716657995,24,0,0,0,0,0,732191340,SI; UA; LV; IL; GE; BG; PL; SE; FR; PT; CY; MT; GR; IT; GB; US; LT; LB; IE; HR; DK; BE; NO; GI; EE; DZ; SY; TR; AL; CA; DE; ES; TN; FI; NL; MC; EH; RO; MA; EG; RU; LY; IS,10_1; 9_1,,Scomber glauciscus;Scomber scomber;Scomber punctatus;Scomber scriptus;Scomber vulgaris;Scomber vernalis,600,3400,1,1,0,0,0,0,,,,,,,0,0,
Scophthalmus,maximus,fishes,Scophthalmus_maximus,Fishes,Ray-finned fishes,GCA_963854745.1,GCA_963854755.1,LC,no,no,ScoMax,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.257,2.257,470370905,0.857234447,22,0,0,0,0,0,548707424,IT; FR; DE; GI; SI; FO; FI; ES; PL; GR; ME; HR; GB; GG; MT; GE; IS; IE; RU; AL; JE; SE; NL; EE; DK; MC; LV; BG; TR; CY; LT; PT; BE; RO; UA; NO,9_3; 9_4; 9_10,,Rhombus magnus;Pleuronectes maximus;Pleuronectes turbot;Rhombus aculeatus;Rhombus stellosus;Psetta maxima;Pleuronectes cyclops;Scophthalmus ponticus;Rhombus maximus,1000,25000,1,1,0,0,0,0,,,,,,,0,0,
Scyliorhinus,canicula,sharks,Scyliorhinus_canicula,Fishes,Cartilaginous fishes,GCF_902713615.1,GCA_902713625.2,LC,no,no,ScyCan,Marine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1995,4.1995,2393482926,0.583083678,31,0,0,0,0,0,4104870391,EG; SE; FR; AL; CI; IT; BE; SN; LY; DZ; DK; AZO-OO; EH; NO; MA; NL; MR; TUE-OO; GR; TR; DE; GB; ES; PT; BJ; GH; GN; GW; LR; TG; HR; BA; MT; ME; SI; MC; TN; LB; SL; PS; SY; GI; GM; IL; IE,11_1_2; 9_2; 9_3; 9_4; 9_5; 9_6; 11_1_1,,Squalus canicula;Squalus catulus;Squalus elegans,1000,3725,1,1,0,0,0,0,,,,,,,0,0,
Sebastes,fasciatus,fishes,Sebastes_fasciatus,Fishes,Ray-finned fishes,GCA_043250625.1,GCA_043250585.1,EN,no,no,SebFas,Marine,6340934,46,0.768471586,6246219,46,0.866506793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293954,1,0.040778772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.455,1.4425,720850552,0.873614466,24,0.012607674,0,0,0.000593331,0,825135778,CA; QUE-OO; GL; IS; US,,A1bd,,470,,1,1,0,0,0,0,1,0,0,0.04706111,0.95293889,0,0,2.471195491,
Sebastes,umbrosus,fishes,Sebastes_umbrosus,Fishes,Ray-finned fishes,GCF_015220745.1,GCA_015220095.1,DD/NE,no,no,SebUmb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.626106012,5.418154939,,,24,,,,,,791911276,,,,,297.9999924,570,1,1,0,0,0,0,,,,,,,0.995603106,17.17473146,
Silurus,aristotelis,fishes,Silurus_aristotelis,Fishes,Ray-finned fishes,GCA_946808225.1,GCA_946807865.1,EN,likely,likely,SilAri,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.009,1.009,582880254,0.736651382,29,0,0,0,0,0,791256581,GRC-OO; GR,5_5; 15_9; 5_1; 15_1,B1ab(iii)+2ab(iii),Glanis aristotelis,460,,0,1,0,0,0,0,,,,,,,0,0,
Sminthopsis,crassicaudata,mammals,Sminthopsis_crassicaudata,Mammals,Mammals,GCA_048593235.1,,LC,no,,SmiCra,,1041792094,2152,32.15426005,1033163786,2151,36.07333149,689455180,755,21.27960202,679050628,747,23.70932734,319644076,222,9.865614071,311578925,218,10.8789042,0,0,0,0,0,0,2690916,1,0.083053436,5001668,2,0.174635261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,3.137,2864065345,0.883975818,6,1.154346608,0.348124934,0,0.005588328,0,3239981553,AU,14_1; 3_8; 14_2; 4_5; 2_1; 8_1; 3_5,,,83,15,,0,0,1,0,0,0.698422526,0.301577474,0,0.004841118,0.995158882,0,15.99175436,72.39157745,
Solea,solea,fishes,Solea_solea,Fishes,Ray-finned fishes,GCF_958295425.1,GCA_958295035.1,DD/NE,no,no,SolSol,Marine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.428,6.428,429260708,0.688600659,21,0,0,0,0,0,623381204,TR; SY; LB; IL; CY; SN; MR; CV; EH; TN; MC; MT; IT; IE; GR; GI; DE; FR; DK; HR; BG; BE; AL; NL; NO; PT; RO; SI; ES; SE; GB; DZ; EG; LY; MA; PL,9_6; 9_5; 9_4; 13_4,,Solea vulgaris;Solea vulgaris;Pleuronectes solea,700,3000,1,1,0,0,0,0,,,,,,,0,0,
Sorex,araneus,mammals,Sorex_araneus,Mammals,Mammals,GCF_027595985.1,GCA_027595995.1,LC,no,no,SorAra,Terrestrial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.242,6.242,1568471191,0.652950568,11,0,0,0,0,0,2402128534,AD; NO; MN; RO; SK; LT; DK; TR; PL; LU; RU; GR; HR; FR; LI; SE; KZ; NL; ES; CZ; ME; GB; BY; BG; EE; DE; AT; MK; RS; HU; UA; LV; MD; FI; CH; SI; BE; BA; AL,13_3; 14_1; 1_4; 5_4; 14_2; 1_1; 3_4,,Sorex averini,85,14,,0,1,1,0,0,,,,,,,0,0,
Sparus,aurata,fishes,Sparus_aurata,Fishes,Ray-finned fishes,GCF_900880675.1,GCA_900880695.1,LC,no,no,SpaAur,Marine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.935,1.935,556586016,0.680002841,24,0,0,0,0,0,818505427,GI; AL; EH; ES; GR; LB; PT; DK; MC; SY; BG; FR; DZ; TR; RO; TN; HR; GB; LY; JO; MA; IE; IL; SI; SN; IT; BA; MR; MT; ME; CNY-OO; GE,13_4; 9_4; 9_5; 9_3; 9_6; 9_10; 9_7; 9_2; 9_9,,Aurata aurata;Chrysophrys aurathus;Pagrus auratus;Chrysophrys aurata;Chrysophrys auratus;Chrysophrys crassirostris;Sparus auratus,700,17200,1,1,0,0,0,0,,,,,,,0,0,
