genus,species_only,clade,species,Lineage,Extended_lineage,primary_accession_num,alternate_accession_num,IUCN,Combined_captivity_flag_primary,Combined_captivity_flag_alternate,short_name,FROH_file_name,Het_file_name,MSMC_file_name,Genome_length_file_name,Align_file_name,AlnBin_file_name,ROH_csv_file_name,config_file_name,System,all_SROH,all_NROH,all_FROH_percent,all_aln_SROH,all_aln_NROH,all_aln_FROH_percent,500kb+_SROH,500kb+_NROH,500kb+_FROH_percent,500kb+_aln_SROH,500kb+_aln_NROH,500kb+_aln_FROH_percent,1Mb+_SROH,1Mb+_NROH,1Mb+_FROH_percent,1Mb+_aln_SROH,1Mb+_aln_NROH,1Mb+_aln_FROH_percent,10Mb+_SROH,10Mb+_NROH,10Mb+_FROH_percent,10Mb+_aln_SROH,10Mb+_aln_NROH,10Mb+_aln_FROH_percent,1%+_SROH,1%+_NROH,1%+_FROH_percent,1%+_aln_SROH,1%+_aln_NROH,1%+_aln_FROH_percent,10%+_SROH,10%+_NROH,10%+_FROH_percent,10%+_aln_SROH,10%+_aln_NROH,10%+_aln_FROH_percent,25%+_SROH,25%+_NROH,25%+_FROH_percent,25%+_aln_SROH,25%+_aln_NROH,25%+_aln_FROH_percent,50%+_SROH,50%+_NROH,50%+_FROH_percent,50%+_aln_SROH,50%+_aln_NROH,50%+_aln_FROH_percent,heterozygosity,het_wo_ROH,genome_align_size,genome_align_proportion,num_auto_chromosomes,IDRisk_all,IDRisk_1Mb,IDRisk_10Mb,IDRisk_longplus,IDRisk_over_tenthplus,Genome_size,countries,habitats,criteria,synonyms,Length,Weight,Saltwater,Aqu,Fos,Ter,Arb,Aer,proportion_aln_froh_100_500kb,proportion_aln_froh_1mbplus,proportion_aln_froh_10mbplus,proportion_aln_froh_longplus,proportion_aln_froh_shortmed,proportion_aln_froh_over_tenth_plus,froh_min,froh_max,disparate_species_>25
Amblyraja,radiata,sharks,Amblyraja_radiata,Fishes,Cartilaginous fishes,GCF_010909765.2,GCA_010909745.1,VU,no likely,no,AmbRad,../groups/sharks/Amblyraja_radiata/heterozygosity/AmbRad_FROH.csv,../groups/sharks/Amblyraja_radiata/heterozygosity/AmbRad_whole_genome_mean_heterozygosity.txt,../groups/sharks/Amblyraja_radiata/heterozygosity/MSMC/Primary_Results/AmbRad.msmc2.final.txt,../groups/sharks/Amblyraja_radiata/heterozygosity/AmbRad_Chroms_Lengths.txt,../groups/sharks/Amblyraja_radiata/heterozygosity/AmbRad_Genome_Align.txt,../groups/sharks/Amblyraja_radiata/heterozygosity/AmbRad_alnROH_bins.txt,../groups/sharks/Amblyraja_radiata/heterozygosity/ROH/AmbRad_Auto_ROH_FROH_percent.csv,config_files/sharks/AmbRad_config.yml,Marine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1285,2.1285,607940624,0.254786702,49,0,0,0,0,0,2386076743,NBR-OO; MAI-OO; NSC-OO; GRB-OO; NFL-NE; US; IRE-NI; LAB-OO; CA; GB; IE; IS; GL; NL; FO; DK; BE; SJ; NO; FRA-FR; FR; CNT-OO; DEL-OO; MAS-OO; NWH-OO; NWJ-OO; NWY-OO; VRG-OO; NUN-OO; QUE-OO; NCA-OO; SCA-OO; DE; RU; RU-EU; SE,11_1_2; 11_1_1; 9_4; 9_5; 9_6,A2bcd,Raja radiata;Raia scabrata,1050,11400,1,1,0,0,0,0,,,,,,,0,0,
Ambystoma,mexicanum,amphibians,Ambystoma_mexicanum,,,,,CR,yes,yes,AmbMex,../groups/amphibians/Ambystoma_mexicanum/heterozygosity/AmbMex_FROH.csv,../groups/amphibians/Ambystoma_mexicanum/heterozygosity/AmbMex_whole_genome_mean_heterozygosity.txt,../groups/amphibians/Ambystoma_mexicanum/heterozygosity/MSMC/Primary_Results/AmbMex.msmc2.final.txt,../groups/amphibians/Ambystoma_mexicanum/heterozygosity/AmbMex_Chroms_Lengths.txt,../groups/amphibians/Ambystoma_mexicanum/heterozygosity/AmbMex_Genome_Align.txt,../groups/amphibians/Ambystoma_mexicanum/heterozygosity/AmbMex_alnROH_bins.txt,../groups/amphibians/Ambystoma_mexicanum/heterozygosity/ROH/AmbMex_Auto_ROH_FROH_percent.csv,config_files/amphibians/AmbMex_config.yml,,248653152,1934,0.900690426,239641036,1934,1.222729853,2008108,2,0.007273922,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,2.172,2.164,19598853778,0.70992464,20,0.026557692,0,0,0,0,27606949616,MXC-DF; MX,15_1; 15_9; 5_5,A2abce,Gyrinus mexicanus,300,110,,1,1,0,0,0,1,0,0,0,1,0,0.3000192397954609,3.1739082029200008,
Amia,calva,fishes,Amia_calva,Fishes,Ray-finned fishes,GCF_036373705.1,,LC,no,,AmiCal,../groups/fishes/Amia_calva/heterozygosity/AmiCal_FROH.csv,../groups/fishes/Amia_calva/heterozygosity/AmiCal_whole_genome_mean_heterozygosity.txt,../groups/fishes/Amia_calva/heterozygosity/MSMC/Primary_Results/AmiCal.msmc2.final.txt,../groups/fishes/Amia_calva/heterozygosity/AmiCal_Chroms_Lengths.txt,../groups/fishes/Amia_calva/heterozygosity/AmiCal_Genome_Align.txt,../groups/fishes/Amia_calva/heterozygosity/AmiCal_alnROH_bins.txt,../groups/fishes/Amia_calva/heterozygosity/ROH/AmiCal_Auto_ROH_FROH_percent.csv,config_files/fishes/AmiCal_config.yml,Freshwater,43282108,152,4.686526773,42755280,152,4.97228641,19730976,15,2.136442783,18873480,14,2.194918338,14596522,8,1.580491208,14317672,8,1.665094133,0,0,0,0,0,0,21147739,19,2.289847921,20780657,19,2.416716213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.811,0.8045,859871626,0.9310571,23,0.040325243,0.013503913,0,0.019599568,0,923543385,CA; US,5_7; 5_5; 5_4; 5_1,,,1090,9750,0,1,0,0,0,0,0.6651250558995295,0.3348749441004705,0,0.4860372099071747,0.5139627900928252,0,0.2993829391854765,25.624484510354588,
Ammodytes,marinus,fishes,Ammodytes_marinus,Fishes,Ray-finned fishes,GCA_949987685.1,GCA_950004245.1,DD/NE,no,no,AmmMar,../groups/fishes/Ammodytes_marinus/heterozygosity/AmmMar_FROH.csv,../groups/fishes/Ammodytes_marinus/heterozygosity/AmmMar_whole_genome_mean_heterozygosity.txt,../groups/fishes/Ammodytes_marinus/heterozygosity/MSMC/Primary_Results/AmmMar.msmc2.final.txt,../groups/fishes/Ammodytes_marinus/heterozygosity/AmmMar_Chroms_Lengths.txt,../groups/fishes/Ammodytes_marinus/heterozygosity/AmmMar_Genome_Align.txt,../groups/fishes/Ammodytes_marinus/heterozygosity/AmmMar_alnROH_bins.txt,../groups/fishes/Ammodytes_marinus/heterozygosity/ROH/AmmMar_Auto_ROH_FROH_percent.csv,config_files/fishes/AmmMar_config.yml,Marine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.128,2.128,313647523,0.422170346,25,0,0,0,0,0,742940677,GB; SE; PL; BE; DK; RU-EU; FO; FR; DE; GG; IS; IE; JE; NL; NO; GRB-OO; IRE-NI; RU,9_4,,,250,,1,1,0,0,0,0,,,,,,,0,0,
Ammospiza,caudacuta,birds,Ammospiza_caudacuta,,,,,EN,no,no,AmmCau,../groups/birds/Ammospiza_caudacuta/heterozygosity/AmmCau_FROH.csv,../groups/birds/Ammospiza_caudacuta/heterozygosity/AmmCau_whole_genome_mean_heterozygosity.txt,../groups/birds/Ammospiza_caudacuta/heterozygosity/MSMC/Primary_Results/AmmCau.msmc2.final.txt,../groups/birds/Ammospiza_caudacuta/heterozygosity/AmmCau_Chroms_Lengths.txt,../groups/birds/Ammospiza_caudacuta/heterozygosity/AmmCau_Genome_Align.txt,../groups/birds/Ammospiza_caudacuta/heterozygosity/AmmCau_alnROH_bins.txt,../groups/birds/Ammospiza_caudacuta/heterozygosity/ROH/AmmCau_Auto_ROH_FROH_percent.csv,config_files/birds/AmmCau_config.yml,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9905,0.9905,929729885,0.791447053,39,0,0,0,0,0,1174721520,CA; US,12_5; 12_5,A2ace+3ce+4ace,Ammodramus caudacutus,,,,,,,,,,,,,,,0,0,
Ammospiza,maritima,birds,Ammospiza_maritima,Birds,Birds,GCA_036010785.1,GCA_036010685.1,LC,no,no,AmmMar,../groups/birds/Ammospiza_maritima/heterozygosity/AmmMar_FROH.csv,../groups/birds/Ammospiza_maritima/heterozygosity/AmmMar_whole_genome_mean_heterozygosity.txt,../groups/birds/Ammospiza_maritima/heterozygosity/MSMC/Primary_Results/AmmMar.msmc2.final.txt,../groups/birds/Ammospiza_maritima/heterozygosity/AmmMar_Chroms_Lengths.txt,../groups/birds/Ammospiza_maritima/heterozygosity/AmmMar_Genome_Align.txt,../groups/birds/Ammospiza_maritima/heterozygosity/AmmMar_alnROH_bins.txt,../groups/birds/Ammospiza_maritima/heterozygosity/ROH/AmmMar_Auto_ROH_FROH_percent.csv,config_files/birds/AmmMar_config.yml,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.805,1.805,931455779,0.786584698,38,0,0,0,0,0,1184177344,CA; MX; US,12_5,,Ammodramus maritima maritima;Ammodramus maritimus,,,,,,,,,,,,,,,0,0,
Ammospiza,nelsoni,birds,Ammospiza_nelsoni,Birds,Birds,GCF_027579445.1,GCA_027579665.1,LC,no,no,AmmNel,../groups/birds/Ammospiza_nelsoni/heterozygosity/AmmNel_FROH.csv,../groups/birds/Ammospiza_nelsoni/heterozygosity/AmmNel_whole_genome_mean_heterozygosity.txt,../groups/birds/Ammospiza_nelsoni/heterozygosity/MSMC/Primary_Results/AmmNel.msmc2.final.txt,../groups/birds/Ammospiza_nelsoni/heterozygosity/AmmNel_Chroms_Lengths.txt,../groups/birds/Ammospiza_nelsoni/heterozygosity/AmmNel_Genome_Align.txt,../groups/birds/Ammospiza_nelsoni/heterozygosity/AmmNel_alnROH_bins.txt,../groups/birds/Ammospiza_nelsoni/heterozygosity/ROH/AmmNel_Auto_ROH_FROH_percent.csv,config_files/birds/AmmNel_config.yml,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.331,1.331,856918323,0.750160568,35,0,0,0,0,0,1142313205,US; CA; MX,12_5; 5_6; 5_5,,Ammodramus nelsoni,,,,,,,,,,,,,,,0,0,
Anabas,testudineus,fishes,Anabas_testudineus,Fishes,Ray-finned fishes,GCF_900324465.2,GCA_900650485.1,LC,no,no,AnaTes,../groups/fishes/Anabas_testudineus/heterozygosity/AnaTes_FROH.csv,../groups/fishes/Anabas_testudineus/heterozygosity/AnaTes_whole_genome_mean_heterozygosity.txt,../groups/fishes/Anabas_testudineus/heterozygosity/MSMC/Primary_Results/AnaTes.msmc2.final.txt,../groups/fishes/Anabas_testudineus/heterozygosity/AnaTes_Chroms_Lengths.txt,../groups/fishes/Anabas_testudineus/heterozygosity/AnaTes_Genome_Align.txt,../groups/fishes/Anabas_testudineus/heterozygosity/AnaTes_alnROH_bins.txt,../groups/fishes/Anabas_testudineus/heterozygosity/ROH/AnaTes_Auto_ROH_FROH_percent.csv,config_files/fishes/AnaTes_config.yml,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.976,1.976,455122520,0.821177696,24,0,0,0,0,0,554231468,SUM-OO; IND-MH; EHM-AP; CN; ASS-AS; SG; TH; IND-PO; ASS-NA; IND-KT; BT; ASS-TR; WHM-JK; SUL-OO; PG; IND-DD; PK; IND-PU; IND-MR; IND-KE; IND-AP; IND-DE; IND-GO; IND-CH; IN; IND-KL; IND-CT; IND-MP; IND-JK; IND-DI; KH; EHM-SI; LA; ID; JAW-OO; IND-WB; MY; PH; BOR-KA; IND-BI; ASS-ME; IND-RA; LK; EHM-DJ; MM; IND-HA; WHM-HP; BN; NP; IND-UP; IND-GU; BD; IND-OR; ASS-MA; IND-DM; LDV-OO; IND-TN; WHM-UT; ASS-MI; VN,15_1; 15_7; 15_2; 5_5; 5_3; 5_6; 15_8; 5_1; 5_8; 5_2; 15_3; 15_6; 15_9; 5_7; 5_4,,Anthias testudineus,250,,0,1,0,0,0,0,,,,,,,0,0,
Anableps,anableps,fishes,Anableps_anableps,Fishes,Ray-finned fishes,GCA_014839685.1,GCA_014839705.1,LC,yes,yes,AnaAna,../groups/fishes/Anableps_anableps/heterozygosity/AnaAna_FROH.csv,../groups/fishes/Anableps_anableps/heterozygosity/AnaAna_whole_genome_mean_heterozygosity.txt,../groups/fishes/Anableps_anableps/heterozygosity/MSMC/Primary_Results/AnaAna.msmc2.final.txt,../groups/fishes/Anableps_anableps/heterozygosity/AnaAna_Chroms_Lengths.txt,../groups/fishes/Anableps_anableps/heterozygosity/AnaAna_Genome_Align.txt,../groups/fishes/Anableps_anableps/heterozygosity/AnaAna_alnROH_bins.txt,../groups/fishes/Anableps_anableps/heterozygosity/ROH/AnaAna_Auto_ROH_FROH_percent.csv,config_files/fishes/AnaAna_config.yml,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.457,0.457,408210819,0.470638384,24,0,0,0,0,0,867355560,VE; SR; GY; GF; TT; BR; BZN-AP; BZE-PI; BZE-MA; BZN-AZ; BZN-PA; BZE-BA,5_14; 9_10; 12_7; 5_1,,Cobitis anableps,300,400,0,1,0,0,0,0,,,,,,,0,0,
Anas,acuta,birds,Anas_acuta,Birds,Birds,GCF_963932015.1,GCA_963932075.1,LC,no,no,AnaAcu,../groups/birds/Anas_acuta/heterozygosity/AnaAcu_FROH.csv,../groups/birds/Anas_acuta/heterozygosity/AnaAcu_whole_genome_mean_heterozygosity.txt,../groups/birds/Anas_acuta/heterozygosity/MSMC/Primary_Results/AnaAcu.msmc2.final.txt,../groups/birds/Anas_acuta/heterozygosity/AnaAcu_Chroms_Lengths.txt,../groups/birds/Anas_acuta/heterozygosity/AnaAcu_Genome_Align.txt,../groups/birds/Anas_acuta/heterozygosity/AnaAcu_alnROH_bins.txt,../groups/birds/Anas_acuta/heterozygosity/ROH/AnaAcu_Auto_ROH_FROH_percent.csv,config_files/birds/AnaAcu_config.yml,"Freshwater, Terrestrial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.184,8.184,949098956,0.834332154,37,0,0,0,0,0,1137555291,MN; YE; AE; TM; TR; SY; SA; QA; PS; OM; LB; KG; KW; KZ; JO; IQ; IR; CY; BH; AZ; AM; AF; SS; BJ; PH; BD; VI; VG; BL; UM; PW; MP; FM; MH; GU; UA; JM; RU-EA; RU-CA; RU-EU; BY; GP; HAW-HI; US; PM; CA; TN; CR; BZ; GB; CH; SE; SJ; CNY-OO; ES; SI; SK; RS; RO; PT; PL; NO; NL; ME; MK; LT; LV; IT; IE; IS; HU; GL; GR; DE; FR; FI; FO; EE; DK; CZ; HR; BG; BA; BE; AT; AL; TW; KR; KP; JP; HK; UZ; TJ; PK; KH; BN; BT; VE; SR; GY; CO; TC; TT; VC; BR; LC; KN; TO; PG; PR; KI; PF; CK; AU; MS; MQ; RU; HT; MX; BB; HN; GT; SV; BS; AW; AG; MT; LU; AI; LI; BM; NI; PA; DZ; EG; LY; MA; EH; KY; CU; DM; DO; IN; CN; ID; LA; MY; MV; MM; NP; SG; LK; TH; VN; BW; BF; BI; CM; CF; TD; CD; CI; DJ; ER; ET; GA; GM; GH; GN; GW; KE; LR; MW; ML; MR; NE; NG; RW; SN; SC; SL; SO; ZA; SD; TZ; TG; UG; ZM; ZW; IL; GE,9_10; 9_10; 5_14; 5_8; 5_5; 5_5; 5_4; 5_1; 13_4; 13_4,,,660,944.62,,1,0,0,0,0,,,,,,,0,0,
Anas,platyrhynchos,birds,Anas_platyrhynchos,Birds,Birds,GCA_964188345.1,,LC,no,,AnaPla,../groups/birds/Anas_platyrhynchos/heterozygosity/AnaPla_FROH.csv,../groups/birds/Anas_platyrhynchos/heterozygosity/AnaPla_whole_genome_mean_heterozygosity.txt,../groups/birds/Anas_platyrhynchos/heterozygosity/MSMC/Primary_Results/AnaPla.msmc2.final.txt,../groups/birds/Anas_platyrhynchos/heterozygosity/AnaPla_Chroms_Lengths.txt,../groups/birds/Anas_platyrhynchos/heterozygosity/AnaPla_Genome_Align.txt,../groups/birds/Anas_platyrhynchos/heterozygosity/AnaPla_alnROH_bins.txt,../groups/birds/Anas_platyrhynchos/heterozygosity/ROH/AnaPla_Auto_ROH_FROH_percent.csv,config_files/birds/AnaPla_config.yml,Freshwater,132310587,335,11.08850662,131021023,335,13.10461055,76841174,65,6.439801124,75460825,64,7.547527112,47069846,24,3.944765956,46691965,24,4.670090365,0,0,0,0,0,0,64616151,74,5.41526294,66263027,79,6.62757123,16239446,10,1.360973514,16494637,12,1.649779471,0,0,0,0,0,0,0,0,0,0,0,0,5.642,5.397,999808598,0.83790606,39,0.739362127,0.263486498,0,0.373927569,0.093080558,1193222780,ER; SO; KG; SD; ZM; TR; NE; SC; MH; GB; LY; UZ; SN; DK; TN; TH; HT; LI; HU; ML; DO; SS; ET; CA; SK; PT; VU; MD; EG; VI; AU; KY; VN; IR; SY; GM; IQ; US; CH; AM; MT; AT; BH; NZ; RS; KI; IS; DE; LT; BS; DJ; AF; TJ; GS; HN; PS; FO; DZ; SE; IN; BA; KP; NG; RU-EU; MK; AZ; NI; FJ; BD; CU; KR; CN; BY; CY; SA; PL; HR; LB; UA; CZ; NO; JP; RO; MN; EE; LK; MY; BZ; LV; GR; AG; BT; RU-EA; GI; FM; LU; AL; TW; KW; PK; OM; MX; FI; NC; BN; SJ; IE; HAW-HI; FR; JO; ME; JM; FK; BE; PR; SI; BG; KE; CNY-OO; HK; MM; GL; GU; MR; VC; GE; IL; NP; PH; BM; QA; AE; GP; MA; YE; PA; MQ; CK; PM; CR; RU-CA; TM; TC; MP; ES; GT; IT; RU; NL; KZ,5_14; 15_2; 15_1; 5_17; 15_1; 5_5; 15_6; 5_4; 15_2; 5_4; 5_14; 15_7; 5_5; 5_1; 15_7; 15_3; 15_9; 15_6; 5_17; 5_7; 5_7; 5_1; 15_3; 15_9,,,585,1580,,1,0,0,0,0,0.6436299768473026,0.3563700231526975,0,0.5057434714122191,0.4942565285877809,0.1258930561090191,0,57.78499381122574,
Anguilla,anguilla,fishes,Anguilla_anguilla,Fishes,Ray-finned fishes,GCF_013347855.1,GCA_013347865.1,CR,no,no,AngAng,../groups/fishes/Anguilla_anguilla/heterozygosity/AngAng_FROH.csv,../groups/fishes/Anguilla_anguilla/heterozygosity/AngAng_whole_genome_mean_heterozygosity.txt,../groups/fishes/Anguilla_anguilla/heterozygosity/MSMC/Primary_Results/AngAng.msmc2.final.txt,../groups/fishes/Anguilla_anguilla/heterozygosity/AngAng_Chroms_Lengths.txt,../groups/fishes/Anguilla_anguilla/heterozygosity/AngAng_Genome_Align.txt,../groups/fishes/Anguilla_anguilla/heterozygosity/AngAng_alnROH_bins.txt,../groups/fishes/Anguilla_anguilla/heterozygosity/ROH/AngAng_Auto_ROH_FROH_percent.csv,config_files/fishes/AngAng_config.yml,"Freshwater, Marine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.458,6.458,581638996,0.594973259,19,0,0,0,0,0,977588467,TR; SY; LB; IL; GE; CY; MR; UA; LU; LT; LV; JE; IT; IM; IE; IS; GG; GR; GI; DE; AL; AT; BE; BA; BG; HR; CZ; DK; EE; FO; FI; FR; MK; MT; MC; ME; NL; NO; PL; PT; RO; RS; SK; SI; ES; SE; CH; GB; DZ; EG; LY; MA; TN; BY; MD; RU; HU,10_2; 10_1; 12_7; 12_6; 12_5; 12_4; 12_3; 12_2; 12_1; 9_10; 9_9; 9_7; 9_6; 9_5; 9_4; 9_3; 9_2; 9_1; 5_18; 5_17; 5_16; 5_15; 15_13; 15_11; 15_10; 15_9; 15_8; 15_7; 15_6; 15_5; 15_4; 15_3; 15_2; 15_1; 5_1; 5_2; 5_3; 5_4; 5_5; 5_6; 5_7; 5_8; 5_9; 5_11; 5_13; 5_14,A2bd+4bd,Muraena anguilla,1215,6599,1,1,0,0,0,0,,,,,,,0,0,
Anniella,stebbinsi,reptiles,Anniella_stebbinsi,Reptiles,Lepidosauria,GCA_029215775.1,,LC,no,,AnnSte,../groups/reptiles/Anniella_stebbinsi/heterozygosity/AnnSte_FROH.csv,../groups/reptiles/Anniella_stebbinsi/heterozygosity/AnnSte_whole_genome_mean_heterozygosity.txt,../groups/reptiles/Anniella_stebbinsi/heterozygosity/MSMC/Primary_Results/AnnSte.msmc2.final.txt,../groups/reptiles/Anniella_stebbinsi/heterozygosity/AnnSte_Chroms_Lengths.txt,../groups/reptiles/Anniella_stebbinsi/heterozygosity/AnnSte_Genome_Align.txt,../groups/reptiles/Anniella_stebbinsi/heterozygosity/AnnSte_alnROH_bins.txt,../groups/reptiles/Anniella_stebbinsi/heterozygosity/ROH/AnnSte_Auto_ROH_FROH_percent.csv,config_files/reptiles/AnnSte_config.yml,,166386982,867,8.871552957,165420858,867,9.307391714,30192585,21,1.609832173,30150075,21,1.696391626,20639240,6,1.100459354,20638311,6,1.161212964,0,-1,0,0,-1,0,9967296,1,0.531444187,9966367,1,0.560756864,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0.284,0.273,1777306286,0.94763825,9,0.026432992,0.003297845,0,0.001592549,0,1875511343,,,,,132,4.7,,0,1,0,0,0,0.8752375531748241,0.1247624468251759,0,0.060248551,0.939751449,0,3.8236823,13.443071589503017,
Anolis,sagrei,reptiles,Anolis_sagrei,Reptiles,Lepidosauria,GCF_037176765.1,,LC,no,,AnoSag,../groups/reptiles/Anolis_sagrei/heterozygosity/AnoSag_FROH.csv,../groups/reptiles/Anolis_sagrei/heterozygosity/AnoSag_whole_genome_mean_heterozygosity.txt,../groups/reptiles/Anolis_sagrei/heterozygosity/MSMC/Primary_Results/AnoSag.msmc2.final.txt,../groups/reptiles/Anolis_sagrei/heterozygosity/AnoSag_Chroms_Lengths.txt,../groups/reptiles/Anolis_sagrei/heterozygosity/AnoSag_Genome_Align.txt,../groups/reptiles/Anolis_sagrei/heterozygosity/AnoSag_alnROH_bins.txt,../groups/reptiles/Anolis_sagrei/heterozygosity/ROH/AnoSag_Auto_ROH_FROH_percent.csv,config_files/reptiles/AnoSag_config.yml,,127369710,91,6.533885114,124085683,91,18.14007916,116710536,41,5.987084636,113157242,38,16.54245097,107409653,28,5.509962556,103572564,25,15.14126742,11258816,1,0.577561261,11254389,1,1.645278508,85898690,19,4.406480724,106094917,50,15.51001007,0,0,0,10790794,4,1.57750558,0,0,0,0,0,0,0,0,0,0,0,0,4.341,4.3335,684041574,0.350903606,13,0.787460836,0.657282419,0.07142154,0.673289537,0.068479517,1949371741,CR; US; MX; BS; BZ; HN; CU; JM; KY; TC; SWC-HC; FLA-OO; ALA-OO; LOU-OO; GEO-OO; HAW-HI; TEX-OO; TW; GD,14_6; 14_4; 14_5,,Norops sagrei,75,8.7,,0,0,1,1,0,0.165314148,0.8346858517110319,0.09069853,0.8550133620169528,0.1449866379830472,0.086962442,0,74.17727425479266,
Anomaloglossus,baeobatrachus,amphibians,Anomaloglossus_baeobatrachus,Amphibians,Amphibians,GCA_048569485.1,,LC,no,,AnoBae,../groups/amphibians/Anomaloglossus_baeobatrachus/heterozygosity/AnoBae_FROH.csv,../groups/amphibians/Anomaloglossus_baeobatrachus/heterozygosity/AnoBae_whole_genome_mean_heterozygosity.txt,../groups/amphibians/Anomaloglossus_baeobatrachus/heterozygosity/MSMC/Primary_Results/AnoBae.msmc2.final.txt,../groups/amphibians/Anomaloglossus_baeobatrachus/heterozygosity/AnoBae_Chroms_Lengths.txt,../groups/amphibians/Anomaloglossus_baeobatrachus/heterozygosity/AnoBae_Genome_Align.txt,../groups/amphibians/Anomaloglossus_baeobatrachus/heterozygosity/AnoBae_alnROH_bins.txt,../groups/amphibians/Anomaloglossus_baeobatrachus/heterozygosity/ROH/AnoBae_Auto_ROH_FROH_percent.csv,config_files/amphibians/AnoBae_config.yml,,22035971,63,0.383334171,20675095,63,0.847077982,12766570,11,0.222085177,11280615,10,0.462177349,7277513,3,0.126598434,5506123,2,0.22559101,0,-1,0,0,-1,0,0,-1,0,3837168,2,0.157212362,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,2.5,2.497,2440754622,0.424589708,12,0.02117695,0.005639775,0,0.003930309,0,5748501610,GY; BR; SR; GF; BZN-AP; BZN-AZ; BZN-PA,5_8; 1_6; 5_7,,Colostethus baeobatrachus,18.6,0.65,,0,0,1,0,0,0.733683304,0.266316696,0,0.1855937300409013,0.8144062699590987,0,0,2.376201732420046,
